grass_region,last_click_date,click_campaign,cost,impression_cnt,click_cnt,non_cohorts_order_cnt_7d,non_cohorts_gmv_7d,cohort_order_cnt_7d,cohort_gmv_7d,session_order_cnt,session_gmv,atc_cnt,month,cohort_order_cnt_1d,cohort_gmv_1d,new_buyer_cnt_1d,session_cnt,app_session_cnt,web_session_cnt,Upper Campaign,lower campaign name,Campaign Type,Category,campaign_name,BE_category,type,testgroup,campaign name (for AB TEST comparison),cpm
TH,8月3日,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_5-opatest,328.89,579750,5606,1473,17076.60639,970,11089.32333,404,4390.720466,11146,2025年8月,833,8900.149453,3,17570,3634,794,TH_ALL_SEM_SHOPPING_NB_SP|PETS|ALL|CPO1.0_5-OPATEST,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_5-opatest,Shopping Ads,PETS,PETS|ALL|CPO1.0_5-OPATEST,100631-Pets,Test,Group 5,Pet,0.000567296
TH,8月3日,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0-control-opatest,1784.91,2827433,27763,6704,77511.70232,3434,38356.87436,1060,10703.34584,52613,2025年8月,2784,30621.80844,32,100187,16622,3721,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0-CONTROL-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0-control-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0-CONTROL-OPATEST,100638-Stationery,Control,,Stationary,0.000631283
TH,8月3日,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_1-opatest,274.69,621942,4261,910,7882.581732,472,4632.031544,164,1086.103667,7152,2025年8月,409,3827.866473,3,13655,2433,730,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0_1-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_1-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0_1-OPATEST,100638-Stationery,Test,Group 1,Stationary,0.000441665
TH,8月3日,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_2-opatest,275.68,502425,3229,809,9277.574458,410,4432.476839,149,1637.853151,7210,2025年8月,362,3652.798407,0,11196,2031,465,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0_2-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_2-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0_2-OPATEST,100638-Stationery,Test,Group 2,Stationary,0.000548699
TH,8月3日,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_3-opatest,238.09,505789,2822,753,7389.896639,337,3039.12411,125,1001.975346,6039,2025年8月,281,2473.59314,3,9339,1726,484,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0_3-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_3-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0_3-OPATEST,100638-Stationery,Test,Group 3,Stationary,0.00047073
TH,8月3日,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_4-opatest,297.08,701853,3875,790,9549.144782,489,6092.856596,199,1880.499196,6466,2025年8月,430,5460.837608,0,10771,2451,643,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0_4-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_4-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0_4-OPATEST,100638-Stationery,Test,Group 4,Stationary,0.00042328
TH,8月3日,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_5-opatest,759.28,1075719,11141,2652,29267.50785,1410,14796.57943,466,3954.197382,20942,2025年8月,1171,11866.6439,6,39265,6696,1489,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0_5-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_5-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0_5-OPATEST,100638-Stationery,Test,Group 5,Stationary,0.000705835
TH,8月4日,th_all_sem_shopping_nb_sp|audio|all|cpo1.0-control-opatest,955.32,1934678,16784,1821,50953.02749,908,29441.73922,523,12197.11783,14479,2025年8月,908,29441.73922,17,30759,0,0,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0-CONTROL-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0-control-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0-CONTROL-OPATEST,100535-Audio,Control,,Audio,0.000493788
TH,8月4日,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_1-opatest,28.38,58203,452,171,2990.742822,36,766.7713039,16,357.0323865,1308,2025年8月,36,766.7713039,2,2745,0,0,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0_1-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_1-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0_1-OPATEST,100535-Audio,Test,Group 1,Audio,0.000487604
TH,8月4日,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_2-opatest,66.35,152272,1089,202,4154.015772,73,1387.091341,45,836.2299977,1322,2025年8月,73,1387.091341,1,2738,0,0,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0_2-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_2-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0_2-OPATEST,100535-Audio,Test,Group 2,Audio,0.000435733
TH,8月4日,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_3-opatest,77.81,190268,1337,192,2761.534339,47,569.6041651,38,436.1381211,1673,2025年8月,47,569.6041651,1,2799,0,0,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0_3-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_3-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0_3-OPATEST,100535-Audio,Test,Group 3,Audio,0.000408949
TH,8月4日,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_4-opatest,34.06,88367,653,151,2866.442079,48,1378.026185,34,819.4165837,1013,2025年8月,48,1378.026185,0,2216,0,0,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0_4-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_4-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0_4-OPATEST,100535-Audio,Test,Group 4,Audio,0.000385438
TH,8月4日,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_5-opatest,84.77,141715,1360,557,14996.63119,122,4326.988745,61,3312.855065,4226,2025年8月,122,4326.988745,2,8030,0,0,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0_5-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_5-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0_5-OPATEST,100535-Audio,Test,Group 5,Audio,0.000598172
TH,8月4日,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0-control-opatest,1057.54,1822055,16991,3337,44929.06301,930,11745.19225,487,4867.559911,24755,2025年8月,930,11745.19225,23,59152,0,0,TH_ALL_SEM_SHOPPING_NB_SP|BOOKS&MAGAZINES|ALL|CPO1.0-CONTROL-OPATEST,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0-control-opatest,Shopping Ads,BOOKS&MAGAZINES,BOOKS&MAGAZINES|ALL|CPO1.0-CONTROL-OPATEST,100643-Books & Magazines,Control,,Book&Magazines,0.000580411
TH,8月4日,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_1-opatest,146.42,296349,2218,434,6211.352883,177,3250.048235,77,1514.76916,3042,2025年8月,177,3250.048235,2,7307,0,0,TH_ALL_SEM_SHOPPING_NB_SP|BOOKS&MAGAZINES|ALL|CPO1.0_1-OPATEST,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_1-opatest,Shopping Ads,BOOKS&MAGAZINES,BOOKS&MAGAZINES|ALL|CPO1.0_1-OPATEST,100643-Books & Magazines,Test,Group 1,Book&Magazines,0.00049408
TH,8月4日,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_2-opatest,160.57,326785,2396,462,6636.245617,123,1728.106577,65,765.730036,3979,2025年8月,123,1728.106577,2,7870,0,0,TH_ALL_SEM_SHOPPING_NB_SP|BOOKS&MAGAZINES|ALL|CPO1.0_2-OPATEST,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_2-opatest,Shopping Ads,BOOKS&MAGAZINES,BOOKS&MAGAZINES|ALL|CPO1.0_2-OPATEST,100643-Books & Magazines,Test,Group 2,Book&Magazines,0.000491363
TH,8月4日,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_3-opatest,155.27,377691,1903,436,7277.647347,162,2212.878034,90,1246.612051,3629,2025年8月,162,2212.878034,0,6167,0,0,TH_ALL_SEM_SHOPPING_NB_SP|BOOKS&MAGAZINES|ALL|CPO1.0_3-OPATEST,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_3-opatest,Shopping Ads,BOOKS&MAGAZINES,BOOKS&MAGAZINES|ALL|CPO1.0_3-OPATEST,100643-Books & Magazines,Test,Group 3,Book&Magazines,0.000411103
TH,8月4日,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_4-opatest,156.19,387915,2025,468,6087.705076,172,2353.081694,89,1160.339943,3063,2025年8月,172,2353.081694,2,6752,0,0,TH_ALL_SEM_SHOPPING_NB_SP|BOOKS&MAGAZINES|ALL|CPO1.0_4-OPATEST,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_4-opatest,Shopping Ads,BOOKS&MAGAZINES,BOOKS&MAGAZINES|ALL|CPO1.0_4-OPATEST,100643-Books & Magazines,Test,Group 4,Book&Magazines,0.00040264
TH,8月4日,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_5-opatest,412.07,685946,6946,1310,15302.28007,389,4661.762499,191,2574.259245,9778,2025年8月,389,4661.762499,4,24499,0,0,TH_ALL_SEM_SHOPPING_NB_SP|BOOKS&MAGAZINES|ALL|CPO1.0_5-OPATEST,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_5-opatest,Shopping Ads,BOOKS&MAGAZINES,BOOKS&MAGAZINES|ALL|CPO1.0_5-OPATEST,100643-Books & Magazines,Test,Group 5,Book&Magazines,0.000600732
TH,8月4日,th_all_sem_shopping_nb_sp|pets|all|cpo1.0-control-opatest,932.99,1702109,14381,3375,44263.72988,1246,13777.87918,740,8440.891203,25170,2025年8月,1246,13777.87918,9,41559,0,0,TH_ALL_SEM_SHOPPING_NB_SP|PETS|ALL|CPO1.0-CONTROL-OPATEST,th_all_sem_shopping_nb_sp|pets|all|cpo1.0-control-opatest,Shopping Ads,PETS,PETS|ALL|CPO1.0-CONTROL-OPATEST,100631-Pets,Control,,Pet,0.000548138
TH,8月4日,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_1-opatest,130.46,349519,2427,533,6570.228007,216,2824.377919,123,1366.786617,4178,2025年8月,216,2824.377919,3,6647,0,0,TH_ALL_SEM_SHOPPING_NB_SP|PETS|ALL|CPO1.0_1-OPATEST,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_1-opatest,Shopping Ads,PETS,PETS|ALL|CPO1.0_1-OPATEST,100631-Pets,Test,Group 1,Pet,0.000373256
TH,8月4日,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_2-opatest,130.21,281322,1861,424,5565.702473,217,2477.69696,110,1012.786157,3033,2025年8月,217,2477.69696,1,5077,0,0,TH_ALL_SEM_SHOPPING_NB_SP|PETS|ALL|CPO1.0_2-OPATEST,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_2-opatest,Shopping Ads,PETS,PETS|ALL|CPO1.0_2-OPATEST,100631-Pets,Test,Group 2,Pet,0.00046285
TH,8月4日,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_3-opatest,125.18,314384,1761,515,6660.653855,214,2423.796034,143,1461.388868,3619,2025年8月,214,2423.796034,3,5156,0,0,TH_ALL_SEM_SHOPPING_NB_SP|PETS|ALL|CPO1.0_3-OPATEST,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_3-opatest,Shopping Ads,PETS,PETS|ALL|CPO1.0_3-OPATEST,100631-Pets,Test,Group 3,Pet,0.000398175
TH,8月4日,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_4-opatest,132.64,355314,2077,457,6789.111094,186,2342.916163,114,1288.081158,3224,2025年8月,186,2342.916163,1,5757,0,0,TH_ALL_SEM_SHOPPING_NB_SP|PETS|ALL|CPO1.0_4-OPATEST,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_4-opatest,Shopping Ads,PETS,PETS|ALL|CPO1.0_4-OPATEST,100631-Pets,Test,Group 4,Pet,0.000373304
TH,8月4日,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_5-opatest,349.56,660979,6173,1567,21429.73647,518,6580.782482,323,3861.327617,10707,2025年8月,518,6580.782482,5,18516,0,0,TH_ALL_SEM_SHOPPING_NB_SP|PETS|ALL|CPO1.0_5-OPATEST,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_5-opatest,Shopping Ads,PETS,PETS|ALL|CPO1.0_5-OPATEST,100631-Pets,Test,Group 5,Pet,0.000528852
TH,8月4日,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0-control-opatest,1927.16,3611088,33923,6966,88008.76839,2142,24401.49269,1108,10984.05941,53058,2025年8月,2142,24401.49269,16,107842,0,0,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0-CONTROL-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0-control-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0-CONTROL-OPATEST,100638-Stationery,Control,,Stationary,0.000533678
TH,8月4日,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_1-opatest,282.08,812368,5534,881,12304.39415,329,4896.679274,191,1794.043335,6783,2025年8月,329,4896.679274,3,15143,0,0,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0_1-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_1-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0_1-OPATEST,100638-Stationery,Test,Group 1,Stationary,0.000347232
TH,8月4日,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_2-opatest,302.29,675647,4202,872,9840.630273,332,2959.035296,202,1462.767016,6928,2025年8月,332,2959.035296,4,12180,0,0,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0_2-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_2-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0_2-OPATEST,100638-Stationery,Test,Group 2,Stationary,0.000447408
TH,8月4日,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_3-opatest,309.58,821026,4414,778,10262.24026,322,3935.900773,219,2738.59582,6592,2025年8月,322,3935.900773,2,10989,0,0,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0_3-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_3-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0_3-OPATEST,100638-Stationery,Test,Group 3,Stationary,0.000377065
TH,8月4日,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_4-opatest,282.38,885084,4689,851,10420.70286,361,3813.368042,207,1720.021438,6681,2025年8月,361,3813.368042,2,11908,0,0,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0_4-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_4-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0_4-OPATEST,100638-Stationery,Test,Group 4,Stationary,0.000319043
TH,8月4日,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_5-opatest,745.63,1324978,13089,2558,31772.07626,827,9333.246765,421,4659.740908,19596,2025年8月,827,9333.246765,8,41774,0,0,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0_5-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_5-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0_5-OPATEST,100638-Stationery,Test,Group 5,Stationary,0.000562749
TH,2025/8/5,th_all_sem_shopping_nb_sp|audio|all|cpo1.0-control-opatest,730.64,1431571,13188,1941,44366.38052,1166,28362.50302,480,9373.187352,13928,2025年8月,1026,24108.2499,15,31033,7576,3332,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0-CONTROL-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0-control-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0-CONTROL-OPATEST,100535-Audio,Control,,Audio,0.000510376
TH,2025/8/5,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_1-opatest,103.71,228902,1832,206,5038.552025,170,4079.071434,67,2459.015389,1524,2025年8月,157,3899.793278,4,3952,1103,417,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0_1-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_1-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0_1-OPATEST,100535-Audio,Test,Group 1,Audio,0.000453076
TH,2025/8/5,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_2-opatest,75.73,155559,1172,194,3460.133221,116,2181.670622,52,949.1463135,1237,2025年8月,101,2066.488018,2,2796,662,302,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0_2-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_2-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0_2-OPATEST,100535-Audio,Test,Group 2,Audio,0.000486825
TH,2025/8/5,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_3-opatest,102.84,236773,1816,241,4868.3868,157,3001.581502,75,1278.52385,1637,2025年8月,143,2741.907664,0,3342,1057,445,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0_3-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_3-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0_3-OPATEST,100535-Audio,Test,Group 3,Audio,0.00043434
TH,2025/8/5,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_4-opatest,111.66,281451,2217,217,3528.918153,147,2441.91042,67,810.7801853,1664,2025年8月,132,2056.626598,1,3793,1233,575,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0_4-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_4-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0_4-OPATEST,100535-Audio,Test,Group 4,Audio,0.00039673
TH,2025/8/5,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_5-opatest,186.15,317589,3304,427,11389.51076,304,6084.67958,114,3373.983615,3767,2025年8月,270,5570.262614,3,8515,2019,671,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0_5-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_5-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0_5-OPATEST,100535-Audio,Test,Group 5,Audio,0.000586135
TH,2025/8/5,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0-control-opatest,1022.13,1664788,16577,3418,46590.84787,1740,19810.92933,529,5654.176556,25960,2025年8月,1497,17404.43059,13,62914,9480,2382,TH_ALL_SEM_SHOPPING_NB_SP|BOOKS&MAGAZINES|ALL|CPO1.0-CONTROL-OPATEST,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0-control-opatest,Shopping Ads,BOOKS&MAGAZINES,BOOKS&MAGAZINES|ALL|CPO1.0-CONTROL-OPATEST,100643-Books & Magazines,Control,,Book&Magazines,0.00061397
TH,2025/8/5,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_1-opatest,141.71,268830,2226,416,7987.811041,200,2846.27517,75,812.8320956,3361,2025年8月,172,2418.283439,3,7763,1279,339,TH_ALL_SEM_SHOPPING_NB_SP|BOOKS&MAGAZINES|ALL|CPO1.0_1-OPATEST,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_1-opatest,Shopping Ads,BOOKS&MAGAZINES,BOOKS&MAGAZINES|ALL|CPO1.0_1-OPATEST,100643-Books & Magazines,Test,Group 1,Book&Magazines,0.000527136
TH,2025/8/5,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_2-opatest,157.66,277561,2251,516,6663.195774,220,2858.647883,63,619.7381517,3974,2025年8月,182,2520.603323,5,8387,1342,311,TH_ALL_SEM_SHOPPING_NB_SP|BOOKS&MAGAZINES|ALL|CPO1.0_2-OPATEST,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_2-opatest,Shopping Ads,BOOKS&MAGAZINES,BOOKS&MAGAZINES|ALL|CPO1.0_2-OPATEST,100643-Books & Magazines,Test,Group 2,Book&Magazines,0.000568019
TH,2025/8/5,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_3-opatest,132.3,289289,1624,409,4930.92535,185,1991.696501,75,696.0606385,3001,2025年8月,164,1704.589848,1,6058,993,263,TH_ALL_SEM_SHOPPING_NB_SP|BOOKS&MAGAZINES|ALL|CPO1.0_3-OPATEST,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_3-opatest,Shopping Ads,BOOKS&MAGAZINES,BOOKS&MAGAZINES|ALL|CPO1.0_3-OPATEST,100643-Books & Magazines,Test,Group 3,Book&Magazines,0.000457328
TH,2025/8/5,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_4-opatest,147.25,358031,2014,439,5171.150142,226,2743.281525,90,790.9654697,3499,2025年8月,192,2346.221576,4,6980,1213,331,TH_ALL_SEM_SHOPPING_NB_SP|BOOKS&MAGAZINES|ALL|CPO1.0_4-OPATEST,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_4-opatest,Shopping Ads,BOOKS&MAGAZINES,BOOKS&MAGAZINES|ALL|CPO1.0_4-OPATEST,100643-Books & Magazines,Test,Group 4,Book&Magazines,0.000411277
TH,2025/8/5,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_5-opatest,409.77,602876,6429,1389,17201.5518,696,7941.158564,185,1761.304647,10036,2025年8月,570,6552.321568,9,25846,3857,858,TH_ALL_SEM_SHOPPING_NB_SP|BOOKS&MAGAZINES|ALL|CPO1.0_5-OPATEST,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_5-opatest,Shopping Ads,BOOKS&MAGAZINES,BOOKS&MAGAZINES|ALL|CPO1.0_5-OPATEST,100643-Books & Magazines,Test,Group 5,Book&Magazines,0.000679692
TH,2025/8/5,th_all_sem_shopping_nb_sp|pets|all|cpo1.0-control-opatest,780.08,1460379,12953,3241,49821.92788,1799,24548.86088,739,9105.835694,23919,2025年8月,1603,22294.36276,14,42252,7881,2348,TH_ALL_SEM_SHOPPING_NB_SP|PETS|ALL|CPO1.0-CONTROL-OPATEST,th_all_sem_shopping_nb_sp|pets|all|cpo1.0-control-opatest,Shopping Ads,PETS,PETS|ALL|CPO1.0-CONTROL-OPATEST,100631-Pets,Control,,Pet,0.000534163
TH,2025/8/5,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_1-opatest,134.5,331306,2422,517,6529.276472,338,3655.310007,124,1204.508077,4004,2025年8月,283,2776.179466,6,7015,1467,507,TH_ALL_SEM_SHOPPING_NB_SP|PETS|ALL|CPO1.0_1-OPATEST,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_1-opatest,Shopping Ads,PETS,PETS|ALL|CPO1.0_1-OPATEST,100631-Pets,Test,Group 1,Pet,0.000405969
TH,2025/8/5,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_2-opatest,132.32,278813,1881,408,7308.873746,290,4084.351887,124,1617.73218,3111,2025年8月,249,3625.305872,0,5304,1149,367,TH_ALL_SEM_SHOPPING_NB_SP|PETS|ALL|CPO1.0_2-OPATEST,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_2-opatest,Shopping Ads,PETS,PETS|ALL|CPO1.0_2-OPATEST,100631-Pets,Test,Group 2,Pet,0.000474583
TH,2025/8/5,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_3-opatest,139.63,331597,1950,555,8067.125641,327,4742.852768,154,2714.248526,3577,2025年8月,279,4311.920986,2,5440,1216,381,TH_ALL_SEM_SHOPPING_NB_SP|PETS|ALL|CPO1.0_3-OPATEST,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_3-opatest,Shopping Ads,PETS,PETS|ALL|CPO1.0_3-OPATEST,100631-Pets,Test,Group 3,Pet,0.000421083
TH,2025/8/5,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_4-opatest,141.18,385315,2270,523,7818.997627,288,4161.840594,131,1469.55057,3592,2025年8月,260,3823.673532,0,6186,1365,481,TH_ALL_SEM_SHOPPING_NB_SP|PETS|ALL|CPO1.0_4-OPATEST,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_4-opatest,Shopping Ads,PETS,PETS|ALL|CPO1.0_4-OPATEST,100631-Pets,Test,Group 4,Pet,0.000366402
TH,2025/8/5,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_5-opatest,366.37,642163,6309,1588,22629.33772,868,12720.99717,354,3886.318046,10931,2025年8月,768,10793.24033,3,19526,3801,1260,TH_ALL_SEM_SHOPPING_NB_SP|PETS|ALL|CPO1.0_5-OPATEST,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_5-opatest,Shopping Ads,PETS,PETS|ALL|CPO1.0_5-OPATEST,100631-Pets,Test,Group 5,Pet,0.000570525
TH,2025/8/5,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0-control-opatest,2028.68,3624971,34798,7146,89433.57446,3618,44874.19095,1108,10437.11814,54998,2025年8月,3048,35854.08529,26,116218,18978,6957,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0-CONTROL-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0-control-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0-CONTROL-OPATEST,100638-Stationery,Control,,Stationary,0.00055964
TH,2025/8/5,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_1-opatest,309.64,864758,6177,1075,13455.26621,714,7851.320726,242,2683.929255,7880,2025年8月,606,6673.416431,8,16839,3016,1730,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0_1-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_1-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0_1-OPATEST,100638-Stationery,Test,Group 1,Stationary,0.000358065
TH,2025/8/5,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_2-opatest,309.29,685612,4272,973,12618.04027,578,6899.095628,218,2551.2901,7627,2025年8月,510,6122.003522,3,12839,2376,949,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0_2-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_2-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0_2-OPATEST,100638-Stationery,Test,Group 2,Stationary,0.000451115
