coupon_id,cust_id,status,issue_date,expire_date,discount_amount,coupon_type,used_date,used_order_id,grass_date
CP00001495,1000403,过期,2025/12/13,2025/12/20,14.0,cash,,,2025/12/26
CP00001496,1002705,过期,2025/12/13,2025/12/20,0.85,discount,,,2025/12/26
CP00001497,1002574,过期,2025/12/13,2025/12/20,0.9,discount,,,2025/12/26
CP00001498,1000055,过期,2025/12/13,2025/12/20,34.0,cash,,,2025/12/26
CP00001499,1002402,过期,2025/12/13,2025/12/20,0.8,discount,,,2025/12/26
CP00001500,1002625,过期,2025/12/13,2025/12/20,0.85,discount,,,2025/12/26
CP00001501,1002077,过期,2025/12/13,2025/12/20,35.0,cash,,,2025/12/26
CP00001502,1001227,已用,2025/12/13,2025/12/20,30.0,cash,2025/12/13,6,2025/12/26
CP00001503,1002694,过期,2025/12/13,2025/12/20,0.85,discount,,,2025/12/26
CP00001504,1002613,过期,2025/12/13,2025/12/20,32.0,cash,,,2025/12/26
CP00001505,1002727,过期,2025/12/13,2025/12/20,15.0,cash,,,2025/12/26
CP00001506,1002435,过期,2025/12/13,2025/12/20,0.8,discount,,,2025/12/26
CP00001507,1001666,已用,2025/12/13,2025/12/20,11.0,cash,2025/12/13,24,2025/12/26
CP00001508,1001264,过期,2025/12/13,2025/12/20,30.0,cash,,,2025/12/26
CP00001509,1000110,过期,2025/12/13,2025/12/20,0.8,discount,,,2025/12/26
CP00001510,1001690,过期,2025/12/13,2025/12/20,0.85,discount,,,2025/12/26
CP00001511,1002382,过期,2025/12/13,2025/12/20,24.0,cash,,,2025/12/26
CP00001512,1001245,过期,2025/12/13,2025/12/20,0.85,discount,,,2025/12/26
CP00001513,1002118,过期,2025/12/13,2025/12/20,38.0,cash,,,2025/12/26
CP00001514,1000628,过期,2025/12/13,2025/12/20,0.9,discount,,,2025/12/26
CP00001515,1001007,已用,2025/12/13,2025/12/20,33.0,cash,2025/12/13,42,2025/12/26
CP00001516,1002362,过期,2025/12/13,2025/12/20,0.8,discount,,,2025/12/26
CP00001517,1002424,过期,2025/12/13,2025/12/20,28.0,cash,,,2025/12/26
CP00001518,1002197,过期,2025/12/13,2025/12/20,48.0,cash,,,2025/12/26
CP00001519,1001346,过期,2025/12/13,2025/12/20,0.85,discount,,,2025/12/26
CP00001520,1002946,过期,2025/12/13,2025/12/20,20.0,cash,,,2025/12/26
CP00001521,1000478,过期,2025/12/13,2025/12/20,16.0,cash,,,2025/12/26
CP00001522,1001251,已用,2025/12/13,2025/12/20,22.0,cash,2025/12/13,2,2025/12/26
CP00001523,1000277,过期,2025/12/13,2025/12/20,6.0,cash,,,2025/12/26
CP00001524,1002753,已用,2025/12/13,2025/12/20,0.8,discount,2025/12/13,29,2025/12/26
CP00001525,1000760,过期,2025/12/13,2025/12/20,48.0,cash,,,2025/12/26
CP00001526,1001332,过期,2025/12/13,2025/12/20,0.9,discount,,,2025/12/26
CP00001527,1001483,过期,2025/12/13,2025/12/20,39.0,cash,,,2025/12/26
CP00001528,1002059,过期,2025/12/13,2025/12/20,0.85,discount,,,2025/12/26
CP00001529,1002525,过期,2025/12/13,2025/12/20,31.0,cash,,,2025/12/26
CP00001530,1000734,过期,2025/12/13,2025/12/20,0.85,discount,,,2025/12/26
CP00001531,1002858,过期,2025/12/13,2025/12/20,0.85,discount,,,2025/12/26
CP00001532,1001479,过期,2025/12/13,2025/12/20,47.0,cash,,,2025/12/26
CP00001533,1002203,过期,2025/12/13,2025/12/20,20.0,cash,,,2025/12/26
CP00001534,1001487,过期,2025/12/13,2025/12/20,0.8,discount,,,2025/12/26
CP00001535,1000395,过期,2025/12/13,2025/12/20,26.0,cash,,,2025/12/26
CP00001536,1001570,过期,2025/12/13,2025/12/20,7.0,cash,,,2025/12/26
CP00001537,1000700,已用,2025/12/13,2025/12/20,0.9,discount,2025/12/13,44,2025/12/26
CP00001538,1002954,过期,2025/12/13,2025/12/20,48.0,cash,,,2025/12/26
CP00001539,1001728,过期,2025/12/13,2025/12/20,0.85,discount,,,2025/12/26
CP00001540,1002581,过期,2025/12/13,2025/12/20,35.0,cash,,,2025/12/26
CP00001541,1001323,过期,2025/12/13,2025/12/20,19.0,cash,,,2025/12/26
CP00001542,1002811,过期,2025/12/13,2025/12/20,0.9,discount,,,2025/12/26
CP00001543,1002544,过期,2025/12/13,2025/12/20,0.8,discount,,,2025/12/26
CP00001544,1001599,已用,2025/12/13,2025/12/20,0.85,discount,2025/12/13,3,2025/12/26
CP00001545,1002645,过期,2025/12/13,2025/12/20,0.85,discount,,,2025/12/26
CP00001546,1002596,过期,2025/12/13,2025/12/20,17.0,cash,,,2025/12/26
CP00001547,1000631,过期,2025/12/13,2025/12/20,0.8,discount,,,2025/12/26
CP00001548,1001490,过期,2025/12/13,2025/12/20,0.9,discount,,,2025/12/26
CP00001549,1002056,过期,2025/12/13,2025/12/20,41.0,cash,,,2025/12/26
CP00001550,1002582,过期,2025/12/13,2025/12/20,19.0,cash,,,2025/12/26
CP00001551,1001671,过期,2025/12/13,2025/12/20,0.85,discount,,,2025/12/26
CP00001552,1001274,过期,2025/12/13,2025/12/20,44.0,cash,,,2025/12/26
CP00001553,1002004,过期,2025/12/13,2025/12/20,0.9,discount,,,2025/12/26
CP00001554,1001255,已用,2025/12/13,2025/12/20,0.9,discount,2025/12/13,7,2025/12/26
CP00001555,1002565,已用,2025/12/13,2025/12/20,0.8,discount,2025/12/13,45,2025/12/26
CP00001556,1002076,过期,2025/12/13,2025/12/20,8.0,cash,,,2025/12/26
CP00001557,1002295,过期,2025/12/13,2025/12/20,24.0,cash,,,2025/12/26
CP00001558,1002003,已用,2025/12/13,2025/12/20,0.85,discount,2025/12/13,20,2025/12/26
CP00001559,1000378,已用,2025/12/13,2025/12/20,0.8,discount,2025/12/13,12,2025/12/26
CP00001560,1002207,已用,2025/12/13,2025/12/20,0.9,discount,2025/12/13,10,2025/12/26
CP00001561,1001399,过期,2025/12/13,2025/12/20,49.0,cash,,,2025/12/26
CP00001562,1000306,过期,2025/12/13,2025/12/20,0.8,discount,,,2025/12/26
CP00001563,1000544,过期,2025/12/13,2025/12/20,0.8,discount,,,2025/12/26
CP00001564,1001058,过期,2025/12/13,2025/12/20,6.0,cash,,,2025/12/26
CP00001565,1002344,已用,2025/12/13,2025/12/20,26.0,cash,2025/12/13,46,2025/12/26
CP00001566,1001154,过期,2025/12/13,2025/12/20,14.0,cash,,,2025/12/26
CP00001567,1002737,过期,2025/12/13,2025/12/20,0.85,discount,,,2025/12/26
CP00001568,1002609,过期,2025/12/13,2025/12/20,34.0,cash,,,2025/12/26
CP00001569,1002936,过期,2025/12/13,2025/12/20,0.8,discount,,,2025/12/26
CP00001570,1001455,已用,2025/12/13,2025/12/20,28.0,cash,2025/12/13,11,2025/12/26
CP00001571,1000121,过期,2025/12/13,2025/12/20,40.0,cash,,,2025/12/26
CP00001572,1002037,已用,2025/12/13,2025/12/20,31.0,cash,2025/12/13,33,2025/12/26
CP00001573,1000791,过期,2025/12/13,2025/12/20,0.8,discount,,,2025/12/26
CP00001574,1001794,过期,2025/12/13,2025/12/20,24.0,cash,,,2025/12/26
CP00001575,1002547,过期,2025/12/13,2025/12/20,0.8,discount,,,2025/12/26
CP00001576,1002688,过期,2025/12/13,2025/12/20,0.8,discount,,,2025/12/26
CP00001577,1000222,过期,2025/12/13,2025/12/20,31.0,cash,,,2025/12/26
CP00001578,1000086,过期,2025/12/13,2025/12/20,0.8,discount,,,2025/12/26
CP00001579,1001688,过期,2025/12/13,2025/12/20,0.9,discount,,,2025/12/26
CP00001580,1000439,过期,2025/12/14,2025/12/21,0.8,discount,,,2025/12/26
CP00001581,1001447,过期,2025/12/14,2025/12/21,18.0,cash,,,2025/12/26
CP00001582,1001089,过期,2025/12/14,2025/12/21,0.85,discount,,,2025/12/26
CP00001583,1002744,过期,2025/12/14,2025/12/21,0.8,discount,,,2025/12/26
CP00001584,1000031,过期,2025/12/14,2025/12/21,0.8,discount,,,2025/12/26
CP00001585,1001690,过期,2025/12/14,2025/12/21,16.0,cash,,,2025/12/26
CP00001586,1000463,已用,2025/12/14,2025/12/21,0.85,discount,2025/12/14,5,2025/12/26
CP00001587,1001023,过期,2025/12/14,2025/12/21,47.0,cash,,,2025/12/26
CP00001588,1000871,已用,2025/12/14,2025/12/21,0.85,discount,2025/12/14,4,2025/12/26
CP00001589,1001758,过期,2025/12/14,2025/12/21,0.9,discount,,,2025/12/26
CP00001590,1002474,过期,2025/12/14,2025/12/21,0.85,discount,,,2025/12/26
CP00001591,1000355,已用,2025/12/14,2025/12/21,25.0,cash,2025/12/14,16,2025/12/26
CP00001592,1002747,过期,2025/12/14,2025/12/21,0.9,discount,,,2025/12/26
CP00001593,1002750,过期,2025/12/14,2025/12/21,26.0,cash,,,2025/12/26
CP00001594,1002958,过期,2025/12/14,2025/12/21,0.85,discount,,,2025/12/26
CP00001595,1000926,过期,2025/12/14,2025/12/21,8.0,cash,,,2025/12/26
CP00001596,1000556,过期,2025/12/14,2025/12/21,0.8,discount,,,2025/12/26
CP00001597,1002932,过期,2025/12/14,2025/12/21,0.85,discount,,,2025/12/26
CP00001598,1002269,已用,2025/12/14,2025/12/21,0.9,discount,2025/12/14,17,2025/12/26
CP00001599,1000407,已用,2025/12/14,2025/12/21,20.0,cash,2025/12/14,14,2025/12/26
CP00001600,1001117,过期,2025/12/14,2025/12/21,0.85,discount,,,2025/12/26
CP00001601,1002162,已用,2025/12/14,2025/12/21,19.0,cash,2025/12/14,10,2025/12/26
CP00001602,1001324,过期,2025/12/14,2025/12/21,0.9,discount,,,2025/12/26
CP00001603,1001473,过期,2025/12/14,2025/12/21,0.8,discount,,,2025/12/26
CP00001604,1001366,过期,2025/12/14,2025/12/21,26.0,cash,,,2025/12/26
CP00001605,1000947,已用,2025/12/14,2025/12/21,9.0,cash,2025/12/14,2,2025/12/26
CP00001606,1000612,过期,2025/12/14,2025/12/21,16.0,cash,,,2025/12/26
CP00001607,1001651,过期,2025/12/14,2025/12/21,0.8,discount,,,2025/12/26
CP00001608,1001356,已用,2025/12/14,2025/12/21,33.0,cash,2025/12/14,12,2025/12/26
CP00001609,1001812,过期,2025/12/14,2025/12/21,0.8,discount,,,2025/12/26
CP00001610,1002656,过期,2025/12/14,2025/12/21,0.8,discount,,,2025/12/26
CP00001611,1001811,过期,2025/12/14,2025/12/21,0.85,discount,,,2025/12/26
CP00001612,1000857,过期,2025/12/14,2025/12/21,9.0,cash,,,2025/12/26
CP00001613,1001108,过期,2025/12/14,2025/12/21,16.0,cash,,,2025/12/26
CP00001614,1000546,过期,2025/12/14,2025/12/21,0.9,discount,,,2025/12/26
CP00001615,1002126,过期,2025/12/14,2025/12/21,11.0,cash,,,2025/12/26
CP00001616,1001419,过期,2025/12/15,2025/12/22,40.0,cash,,,2025/12/26
CP00001617,1002759,已用,2025/12/15,2025/12/22,9.0,cash,2025/12/15,41,2025/12/26
CP00001618,1001618,过期,2025/12/15,2025/12/22,0.85,discount,,,2025/12/26
CP00001619,1001535,过期,2025/12/15,2025/12/22,48.0,cash,,,2025/12/26
CP00001620,1002853,已用,2025/12/15,2025/12/22,0.85,discount,2025/12/15,4,2025/12/26
CP00001621,1000852,过期,2025/12/15,2025/12/22,24.0,cash,,,2025/12/26
CP00001622,1000895,过期,2025/12/15,2025/12/22,14.0,cash,,,2025/12/26
CP00001623,1002356,过期,2025/12/15,2025/12/22,20.0,cash,,,2025/12/26
CP00001624,1002971,过期,2025/12/15,2025/12/22,0.9,discount,,,2025/12/26
CP00001625,1000316,过期,2025/12/15,2025/12/22,40.0,cash,,,2025/12/26
CP00001626,1002649,过期,2025/12/15,2025/12/22,0.8,discount,,,2025/12/26
CP00001627,1001328,过期,2025/12/15,2025/12/22,0.9,discount,,,2025/12/26
CP00001628,1001988,过期,2025/12/15,2025/12/22,0.8,discount,,,2025/12/26
CP00001629,1002203,过期,2025/12/15,2025/12/22,18.0,cash,,,2025/12/26
CP00001630,1002689,过期,2025/12/15,2025/12/22,0.8,discount,,,2025/12/26
CP00001631,1002279,已用,2025/12/15,2025/12/22,0.9,discount,2025/12/15,38,2025/12/26
CP00001632,1000163,过期,2025/12/15,2025/12/22,0.8,discount,,,2025/12/26
CP00001633,1001542,过期,2025/12/15,2025/12/22,44.0,cash,,,2025/12/26
CP00001634,1000642,过期,2025/12/15,2025/12/22,0.9,discount,,,2025/12/26
CP00001635,1001886,过期,2025/12/15,2025/12/22,20.0,cash,,,2025/12/26
CP00001636,1000065,过期,2025/12/15,2025/12/22,8.0,cash,,,2025/12/26
CP00001637,1000695,过期,2025/12/15,2025/12/22,28.0,cash,,,2025/12/26
CP00001638,1000426,过期,2025/12/15,2025/12/22,0.9,discount,,,2025/12/26
CP00001639,1001764,过期,2025/12/15,2025/12/22,0.9,discount,,,2025/12/26
CP00001640,1002947,已用,2025/12/15,2025/12/22,0.85,discount,2025/12/15,5,2025/12/26
CP00001641,1000443,过期,2025/12/15,2025/12/22,39.0,cash,,,2025/12/26
CP00001642,1001651,过期,2025/12/15,2025/12/22,6.0,cash,,,2025/12/26
CP00001643,1002162,已用,2025/12/15,2025/12/22,16.0,cash,2025/12/15,33,2025/12/26
CP00001644,1002245,过期,2025/12/15,2025/12/22,0.8,discount,,,2025/12/26
CP00001645,1001797,过期,2025/12/15,2025/12/22,11.0,cash,,,2025/12/26
CP00001646,1000524,过期,2025/12/15,2025/12/22,0.8,discount,,,2025/12/26
CP00001647,1001788,过期,2025/12/15,2025/12/22,8.0,cash,,,2025/12/26
CP00001648,1001077,过期,2025/12/15,2025/12/22,0.9,discount,,,2025/12/26
CP00001649,1000559,过期,2025/12/15,2025/12/22,24.0,cash,,,2025/12/26
CP00001650,1002260,已用,2025/12/15,2025/12/22,0.85,discount,2025/12/15,20,2025/12/26
CP00001651,1000500,已用,2025/12/15,2025/12/22,37.0,cash,2025/12/15,12,2025/12/26
CP00001652,1002696,过期,2025/12/15,2025/12/22,34.0,cash,,,2025/12/26
CP00001653,1002394,过期,2025/12/15,2025/12/22,11.0,cash,,,2025/12/26
CP00001654,1001966,过期,2025/12/15,2025/12/22,24.0,cash,,,2025/12/26
CP00001655,1000684,过期,2025/12/15,2025/12/22,0.85,discount,,,2025/12/26
CP00001656,1001925,过期,2025/12/15,2025/12/22,0.9,discount,,,2025/12/26
CP00001657,1002962,过期,2025/12/15,2025/12/22,31.0,cash,,,2025/12/26
CP00001658,1002837,过期,2025/12/15,2025/12/22,47.0,cash,,,2025/12/26
CP00001659,1001851,过期,2025/12/15,2025/12/22,0.9,discount,,,2025/12/26
CP00001660,1001019,已用,2025/12/15,2025/12/22,0.85,discount,2025/12/15,13,2025/12/26
CP00001661,1000723,已用,2025/12/15,2025/12/22,16.0,cash,2025/12/15,37,2025/12/26
CP00001662,1002862,过期,2025/12/15,2025/12/22,0.9,discount,,,2025/12/26
CP00001663,1001934,过期,2025/12/15,2025/12/22,37.0,cash,,,2025/12/26
CP00001664,1002942,过期,2025/12/15,2025/12/22,29.0,cash,,,2025/12/26
CP00001665,1000974,过期,2025/12/15,2025/12/22,35.0,cash,,,2025/12/26
CP00001666,1002455,已用,2025/12/15,2025/12/22,13.0,cash,2025/12/15,42,2025/12/26
CP00001667,1002643,过期,2025/12/15,2025/12/22,47.0,cash,,,2025/12/26
CP00001668,1001626,过期,2025/12/15,2025/12/22,10.0,cash,,,2025/12/26
CP00001669,1002695,过期,2025/12/15,2025/12/22,14.0,cash,,,2025/12/26
CP00001670,1002658,过期,2025/12/15,2025/12/22,0.8,discount,,,2025/12/26
CP00001671,1000001,过期,2025/12/15,2025/12/22,0.9,discount,,,2025/12/26
CP00001672,1001604,已用,2025/12/15,2025/12/22,0.9,discount,2025/12/15,31,2025/12/26
CP00001673,1002164,过期,2025/12/15,2025/12/22,22.0,cash,,,2025/12/26
CP00001674,1000199,过期,2025/12/15,2025/12/22,28.0,cash,,,2025/12/26
CP00001675,1001987,过期,2025/12/15,2025/12/22,0.85,discount,,,2025/12/26
CP00001676,1000373,过期,2025/12/15,2025/12/22,38.0,cash,,,2025/12/26
CP00001677,1002480,过期,2025/12/15,2025/12/22,47.0,cash,,,2025/12/26
CP00001678,1001429,过期,2025/12/15,2025/12/22,0.8,discount,,,2025/12/26
CP00001679,1002587,已用,2025/12/15,2025/12/22,0.85,discount,2025/12/15,39,2025/12/26
CP00001680,1001505,过期,2025/12/15,2025/12/22,0.85,discount,,,2025/12/26
CP00001681,1002847,过期,2025/12/15,2025/12/22,43.0,cash,,,2025/12/26
CP00001682,1000191,过期,2025/12/15,2025/12/22,0.9,discount,,,2025/12/26
CP00001683,1002237,过期,2025/12/15,2025/12/22,15.0,cash,,,2025/12/26
CP00001684,1001508,过期,2025/12/15,2025/12/22,25.0,cash,,,2025/12/26
CP00001685,1001186,过期,2025/12/15,2025/12/22,0.85,discount,,,2025/12/26
CP00001686,1001931,已用,2025/12/15,2025/12/22,0.9,discount,2025/12/15,9,2025/12/26
CP00001687,1002008,过期,2025/12/15,2025/12/22,19.0,cash,,,2025/12/26
CP00001688,1002187,过期,2025/12/15,2025/12/22,48.0,cash,,,2025/12/26
CP00001689,1000209,过期,2025/12/15,2025/12/22,49.0,cash,,,2025/12/26
CP00001690,1001566,已用,2025/12/15,2025/12/22,46.0,cash,2025/12/15,23,2025/12/26
CP00001691,1002878,过期,2025/12/16,2025/12/23,0.85,discount,,,2025/12/26
CP00001692,1002336,过期,2025/12/16,2025/12/23,0.85,discount,,,2025/12/26
CP00001693,1001212,过期,2025/12/16,2025/12/23,0.8,discount,,,2025/12/26
CP00001694,1001149,过期,2025/12/16,2025/12/23,6.0,cash,,,2025/12/26
CP00001695,1001495,过期,2025/12/16,2025/12/23,33.0,cash,,,2025/12/26
CP00001696,1000082,已用,2025/12/16,2025/12/23,0.8,discount,2025/12/16,32,2025/12/26
CP00001697,1000572,过期,2025/12/16,2025/12/23,0.8,discount,,,2025/12/26
CP00001698,1000976,过期,2025/12/16,2025/12/23,46.0,cash,,,2025/12/26
CP00001699,1002888,已用,2025/12/16,2025/12/23,0.8,discount,2025/12/16,14,2025/12/26
CP00001700,1000193,过期,2025/12/16,2025/12/23,45.0,cash,,,2025/12/26
CP00001701,1000456,过期,2025/12/16,2025/12/23,0.9,discount,,,2025/12/26
CP00001702,1001798,过期,2025/12/16,2025/12/23,34.0,cash,,,2025/12/26
CP00001703,1002006,过期,2025/12/16,2025/12/23,21.0,cash,,,2025/12/26
CP00001704,1001879,过期,2025/12/16,2025/12/23,40.0,cash,,,2025/12/26
CP00001705,1000781,过期,2025/12/16,2025/12/23,0.8,discount,,,2025/12/26
CP00001706,1002382,过期,2025/12/16,2025/12/23,22.0,cash,,,2025/12/26
CP00001707,1001041,过期,2025/12/16,2025/12/23,0.8,discount,,,2025/12/26
CP00001708,1001862,过期,2025/12/16,2025/12/23,12.0,cash,,,2025/12/26
CP00001709,1002000,过期,2025/12/16,2025/12/23,0.85,discount,,,2025/12/26
CP00001710,1002889,已用,2025/12/16,2025/12/23,15.0,cash,2025/12/16,22,2025/12/26
CP00001711,1000352,已用,2025/12/16,2025/12/23,33.0,cash,2025/12/23,44,2025/12/26
CP00001712,1000438,过期,2025/12/16,2025/12/23,23.0,cash,,,2025/12/26
CP00001713,1002869,过期,2025/12/16,2025/12/23,0.85,discount,,,2025/12/26
CP00001714,1002440,已用,2025/12/16,2025/12/23,0.8,discount,2025/12/16,8,2025/12/26
CP00001715,1002683,过期,2025/12/16,2025/12/23,46.0,cash,,,2025/12/26
CP00001716,1000543,过期,2025/12/16,2025/12/23,40.0,cash,,,2025/12/26
CP00001717,1002929,过期,2025/12/16,2025/12/23,0.8,discount,,,2025/12/26
CP00001718,1000901,过期,2025/12/16,2025/12/23,0.8,discount,,,2025/12/26
CP00001719,1000201,过期,2025/12/16,2025/12/23,33.0,cash,,,2025/12/26
CP00001720,1001629,过期,2025/12/16,2025/12/23,40.0,cash,,,2025/12/26
CP00001721,1001179,过期,2025/12/16,2025/12/23,23.0,cash,,,2025/12/26
CP00001722,1001191,过期,2025/12/16,2025/12/23,0.8,discount,,,2025/12/26
CP00001723,1001763,过期,2025/12/16,2025/12/23,25.0,cash,,,2025/12/26
CP00001724,1000465,过期,2025/12/16,2025/12/23,19.0,cash,,,2025/12/26
CP00001725,1000577,过期,2025/12/16,2025/12/23,27.0,cash,,,2025/12/26
CP00001726,1000536,过期,2025/12/16,2025/12/23,18.0,cash,,,2025/12/26
CP00001727,1000448,过期,2025/12/16,2025/12/23,5.0,cash,,,2025/12/26
CP00001728,1000106,已用,2025/12/16,2025/12/23,0.85,discount,2025/12/16,48,2025/12/26
CP00001729,1001078,过期,2025/12/16,2025/12/23,6.0,cash,,,2025/12/26
CP00001730,1000978,过期,2025/12/16,2025/12/23,38.0,cash,,,2025/12/26
CP00001731,1000759,已用,2025/12/16,2025/12/23,48.0,cash,2025/12/16,30,2025/12/26
CP00001732,1001261,过期,2025/12/16,2025/12/23,13.0,cash,,,2025/12/26
CP00001733,1000283,已用,2025/12/16,2025/12/23,0.9,discount,2025/12/16,35,2025/12/26
CP00001734,1002877,过期,2025/12/16,2025/12/23,0.9,discount,,,2025/12/26
CP00001735,1002421,已用,2025/12/16,2025/12/23,0.8,discount,2025/12/16,5,2025/12/26
CP00001736,1000083,已用,2025/12/16,2025/12/23,18.0,cash,2025/12/16,19,2025/12/26
CP00001737,1001666,过期,2025/12/16,2025/12/23,20.0,cash,,,2025/12/26
CP00001738,1002016,过期,2025/12/16,2025/12/23,36.0,cash,,,2025/12/26
CP00001739,1001676,过期,2025/12/16,2025/12/23,0.85,discount,,,2025/12/26
CP00001740,1001103,过期,2025/12/16,2025/12/23,0.8,discount,,,2025/12/26
CP00001741,1001226,过期,2025/12/16,2025/12/23,15.0,cash,,,2025/12/26
CP00001742,1001596,已用,2025/12/16,2025/12/23,0.9,discount,2025/12/16,42,2025/12/26
CP00001743,1000117,过期,2025/12/16,2025/12/23,0.85,discount,,,2025/12/26
CP00001744,1002394,过期,2025/12/16,2025/12/23,11.0,cash,,,2025/12/26
CP00001745,1002523,过期,2025/12/16,2025/12/23,0.8,discount,,,2025/12/26
CP00001746,1001512,过期,2025/12/16,2025/12/23,36.0,cash,,,2025/12/26
CP00001747,1000315,过期,2025/12/16,2025/12/23,0.85,discount,,,2025/12/26
CP00001748,1002666,过期,2025/12/16,2025/12/23,0.8,discount,,,2025/12/26
CP00001749,1001325,过期,2025/12/16,2025/12/23,0.9,discount,,,2025/12/26
CP00001750,1002043,过期,2025/12/16,2025/12/23,16.0,cash,,,2025/12/26
CP00001751,1000679,过期,2025/12/16,2025/12/23,48.0,cash,,,2025/12/26
CP00001752,1002976,过期,2025/12/16,2025/12/23,45.0,cash,,,2025/12/26
CP00001753,1001945,过期,2025/12/16,2025/12/23,0.85,discount,,,2025/12/26
CP00001754,1001215,已用,2025/12/16,2025/12/23,38.0,cash,2025/12/16,20,2025/12/26
CP00001755,1001425,过期,2025/12/16,2025/12/23,0.9,discount,,,2025/12/26
CP00001756,1001180,过期,2025/12/16,2025/12/23,10.0,cash,,,2025/12/26
CP00001757,1002499,过期,2025/12/16,2025/12/23,42.0,cash,,,2025/12/26
CP00001758,1002714,过期,2025/12/16,2025/12/23,36.0,cash,,,2025/12/26
CP00001759,1001199,过期,2025/12/16,2025/12/23,0.85,discount,,,2025/12/26
CP00001760,1002569,过期,2025/12/16,2025/12/23,0.85,discount,,,2025/12/26
CP00001761,1001795,过期,2025/12/16,2025/12/23,0.8,discount,,,2025/12/26
CP00001762,1000786,过期,2025/12/16,2025/12/23,0.9,discount,,,2025/12/26
CP00001763,1001937,过期,2025/12/16,2025/12/23,0.9,discount,,,2025/12/26
CP00001764,1000911,已用,2025/12/16,2025/12/23,0.8,discount,2025/12/16,21,2025/12/26
CP00001765,1002101,过期,2025/12/16,2025/12/23,14.0,cash,,,2025/12/26
CP00001766,1001012,过期,2025/12/16,2025/12/23,16.0,cash,,,2025/12/26
CP00001767,1002984,过期,2025/12/16,2025/12/23,0.8,discount,,,2025/12/26
CP00001768,1002787,过期,2025/12/16,2025/12/23,0.9,discount,,,2025/12/26
CP00001769,1001913,已用,2025/12/16,2025/12/23,21.0,cash,2025/12/16,47,2025/12/26
CP00001770,1000005,过期,2025/12/16,2025/12/23,0.9,discount,,,2025/12/26
CP00001771,1000542,已用,2025/12/16,2025/12/23,20.0,cash,2025/12/16,41,2025/12/26
CP00001772,1000522,过期,2025/12/16,2025/12/23,42.0,cash,,,2025/12/26
CP00001773,1002306,过期,2025/12/16,2025/12/23,0.9,discount,,,2025/12/26
CP00001774,1002258,过期,2025/12/16,2025/12/23,0.85,discount,,,2025/12/26
CP00001775,1000108,过期,2025/12/16,2025/12/23,0.8,discount,,,2025/12/26
CP00001776,1000239,过期,2025/12/16,2025/12/23,0.8,discount,,,2025/12/26
CP00001777,1001072,过期,2025/12/16,2025/12/23,0.85,discount,,,2025/12/26
CP00001778,1002362,已用,2025/12/16,2025/12/23,24.0,cash,2025/12/16,38,2025/12/26
CP00001779,1000891,过期,2025/12/16,2025/12/23,0.8,discount,,,2025/12/26
CP00001780,1001426,过期,2025/12/16,2025/12/23,0.9,discount,,,2025/12/26
CP00001781,1001301,过期,2025/12/17,2025/12/24,0.85,discount,,,2025/12/26
CP00001782,1000088,过期,2025/12/17,2025/12/24,0.85,discount,,,2025/12/26
CP00001783,1002851,过期,2025/12/17,2025/12/24,0.85,discount,,,2025/12/26
CP00001784,1002209,过期,2025/12/17,2025/12/24,0.8,discount,,,2025/12/26
CP00001785,1000193,过期,2025/12/17,2025/12/24,0.8,discount,,,2025/12/26
CP00001786,1001632,过期,2025/12/17,2025/12/24,7.0,cash,,,2025/12/26
CP00001787,1002734,过期,2025/12/17,2025/12/24,33.0,cash,,,2025/12/26
CP00001788,1002305,过期,2025/12/17,2025/12/24,38.0,cash,,,2025/12/26
CP00001789,1002423,过期,2025/12/17,2025/12/24,35.0,cash,,,2025/12/26
CP00001790,1002441,过期,2025/12/17,2025/12/24,31.0,cash,,,2025/12/26
CP00001791,1000993,过期,2025/12/17,2025/12/24,0.9,discount,,,2025/12/26
CP00001792,1002968,过期,2025/12/17,2025/12/24,0.9,discount,,,2025/12/26
CP00001793,1001332,过期,2025/12/17,2025/12/24,0.8,discount,,,2025/12/26
CP00001794,1002674,过期,2025/12/17,2025/12/24,23.0,cash,,,2025/12/26
CP00001795,1000940,已用,2025/12/17,2025/12/24,0.9,discount,2025/12/17,4,2025/12/26
CP00001796,1000573,过期,2025/12/17,2025/12/24,47.0,cash,,,2025/12/26
CP00001797,1000194,过期,2025/12/17,2025/12/24,47.0,cash,,,2025/12/26
CP00001798,1002286,过期,2025/12/17,2025/12/24,0.85,discount,,,2025/12/26
CP00001799,1002586,过期,2025/12/17,2025/12/24,10.0,cash,,,2025/12/26
CP00001800,1000900,已用,2025/12/17,2025/12/24,27.0,cash,2025/12/17,13,2025/12/26
CP00001801,1001696,过期,2025/12/17,2025/12/24,0.8,discount,,,2025/12/26
CP00001802,1002503,过期,2025/12/17,2025/12/24,0.9,discount,,,2025/12/26
CP00001803,1002730,过期,2025/12/17,2025/12/24,0.85,discount,,,2025/12/26
CP00001804,1000542,过期,2025/12/17,2025/12/24,34.0,cash,,,2025/12/26
CP00001805,1001874,过期,2025/12/17,2025/12/24,28.0,cash,,,2025/12/26
CP00001806,1002770,过期,2025/12/17,2025/12/24,41.0,cash,,,2025/12/26
CP00001807,1002067,已用,2025/12/17,2025/12/24,0.8,discount,2025/12/17,22,2025/12/26
CP00001808,1001117,过期,2025/12/17,2025/12/24,27.0,cash,,,2025/12/26
CP00001809,1001905,过期,2025/12/17,2025/12/24,0.8,discount,,,2025/12/26
