biz_no,open_id,session_id,app_page,action_type,time_spent,device_type,location,action_time,ip_city,page_value,grass_date
286,op1000738,op1000738_20251220_1,product_page,input,23505,tablet,武汉,2025-12-20 18:24:47,成都,90121,2025-12-20
287,op1000738,op1000738_20251220_2,home_page,tap,25200,tablet,上海,2025-12-20 06:49:20,杭州,,2025-12-20
288,op1000738,op1000738_20251220_2,search_page,swipe,11222,desktop,武汉,2025-12-20 06:53:14,成都,数码,2025-12-20
289,op1000738,op1000738_20251220_3,home_page,scroll,21775,tablet,广州,2025-12-20 08:03:07,成都,,2025-12-20
290,op1000738,op1000738_20251220_3,search_page,scroll,16956,desktop,西安,2025-12-20 08:06:41,天津,食品,2025-12-20
291,op1000738,op1000738_20251220_3,search_page,scroll,16666,mobile,西安,2025-12-20 08:10:58,深圳,数码,2025-12-20
292,op1000738,op1000738_20251220_3,search_page,scroll,15509,desktop,南京,2025-12-20 08:12:26,深圳,食品,2025-12-20
293,op1000738,op1000738_20251220_3,cart_page,tap,5184,tablet,上海,2025-12-20 08:17:06,苏州,,2025-12-20
294,op1000865,op1000865_20251220_1,home_page,click,23135,tablet,重庆,2025-12-20 16:58:17,南京,,2025-12-20
295,op1000865,op1000865_20251220_1,profile_page,swipe,14722,mobile,广州,2025-12-20 17:03:50,苏州,,2025-12-20
296,op1000865,op1000865_20251220_2,home_page,input,14600,mobile,重庆,2025-12-20 17:25:32,苏州,,2025-12-20
297,op1000865,op1000865_20251220_2,home_page,swipe,6029,tablet,广州,2025-12-20 17:30:04,广州,,2025-12-20
298,op1000996,op1000996_20251220_1,home_page,click,22063,desktop,深圳,2025-12-20 10:32:36,北京,,2025-12-20
299,op1000996,op1000996_20251220_1,search_page,input,21111,tablet,杭州,2025-12-20 10:37:11,杭州,食品,2025-12-20
300,op1000996,op1000996_20251220_1,cart_page,tap,4464,mobile,西安,2025-12-20 10:39:32,北京,,2025-12-20
301,op1000996,op1000996_20251220_1,search_page,input,4756,desktop,深圳,2025-12-20 10:41:18,杭州,食品,2025-12-20
302,op1000996,op1000996_20251220_2,home_page,tap,22014,desktop,上海,2025-12-20 10:51:35,天津,,2025-12-20
303,op1000996,op1000996_20251220_2,profile_page,tap,13529,tablet,西安,2025-12-20 10:52:39,深圳,,2025-12-20
304,op1000996,op1000996_20251220_2,home_page,input,5938,desktop,重庆,2025-12-20 10:55:11,杭州,,2025-12-20
305,op1000996,op1000996_20251220_2,home_page,input,12969,mobile,杭州,2025-12-20 11:00:24,武汉,,2025-12-20
306,op1000996,op1000996_20251220_3,home_page,swipe,8061,tablet,西安,2025-12-20 10:18:11,苏州,,2025-12-20
307,op1000996,op1000996_20251220_3,profile_page,tap,13872,desktop,杭州,2025-12-20 10:23:12,南京,,2025-12-20
308,op1000996,op1000996_20251220_3,home_page,click,22822,desktop,重庆,2025-12-20 10:25:03,天津,,2025-12-20
309,op1000996,op1000996_20251220_3,cart_page,click,6702,desktop,上海,2025-12-20 10:28:21,成都,,2025-12-20
310,op1001638,op1001638_20251220_1,home_page,swipe,14843,tablet,南京,2025-12-20 16:25:57,苏州,,2025-12-20
311,op1001638,op1001638_20251220_1,home_page,input,2236,mobile,深圳,2025-12-20 16:28:25,天津,,2025-12-20
312,op1001775,op1001775_20251220_1,home_page,click,3702,desktop,深圳,2025-12-20 11:08:21,杭州,,2025-12-20
313,op1001775,op1001775_20251220_1,product_page,tap,13365,mobile,武汉,2025-12-20 11:10:10,北京,90112,2025-12-20
314,op1001775,op1001775_20251220_1,profile_page,input,28019,tablet,重庆,2025-12-20 11:14:14,武汉,,2025-12-20
315,op1001775,op1001775_20251220_2,home_page,click,6131,desktop,上海,2025-12-20 21:19:41,成都,,2025-12-20
316,op1001775,op1001775_20251220_2,search_page,scroll,28427,mobile,北京,2025-12-20 21:23:13,武汉,食品,2025-12-20
317,op1001775,op1001775_20251220_2,profile_page,swipe,19784,mobile,广州,2025-12-20 21:25:08,武汉,,2025-12-20
318,op1001775,op1001775_20251220_2,search_page,click,25349,mobile,成都,2025-12-20 21:29:09,北京,服装,2025-12-20
319,op1001010,op1001010_20251220_1,home_page,click,13910,tablet,上海,2025-12-20 07:57:55,杭州,,2025-12-20
320,op1001010,op1001010_20251220_1,home_page,scroll,1357,desktop,南京,2025-12-20 08:02:26,武汉,,2025-12-20
321,op1001010,op1001010_20251220_1,search_page,input,26527,desktop,西安,2025-12-20 08:05:57,天津,服装,2025-12-20
322,op1001010,op1001010_20251220_1,profile_page,tap,12714,tablet,西安,2025-12-20 08:10:25,天津,,2025-12-20
323,op1001010,op1001010_20251220_1,cart_page,scroll,6626,desktop,北京,2025-12-20 08:12:35,苏州,,2025-12-20
324,op1001010,op1001010_20251220_2,home_page,scroll,4493,desktop,北京,2025-12-20 21:20:03,深圳,,2025-12-20
325,op1001010,op1001010_20251220_2,home_page,tap,27812,tablet,杭州,2025-12-20 21:21:50,成都,,2025-12-20
326,op1001010,op1001010_20251220_2,cart_page,click,23382,desktop,武汉,2025-12-20 21:23:55,武汉,,2025-12-20
327,op1001010,op1001010_20251220_2,cart_page,tap,6346,tablet,广州,2025-12-20 21:29:00,杭州,,2025-12-20
328,op1001010,op1001010_20251220_2,cart_page,scroll,9333,desktop,广州,2025-12-20 21:31:35,上海,,2025-12-20
329,op1002292,op1002292_20251220_1,home_page,input,26526,mobile,杭州,2025-12-20 11:41:24,南京,,2025-12-20
330,op1002292,op1002292_20251220_1,home_page,click,17720,mobile,武汉,2025-12-20 11:43:27,广州,,2025-12-20
331,op1000501,op1000501_20251220_1,home_page,input,21399,mobile,深圳,2025-12-20 09:57:23,南京,,2025-12-20
332,op1000501,op1000501_20251220_1,cart_page,click,19414,tablet,上海,2025-12-20 10:00:47,成都,,2025-12-20
333,op1000501,op1000501_20251220_1,home_page,input,23882,tablet,杭州,2025-12-20 10:05:04,武汉,,2025-12-20
334,op1000501,op1000501_20251220_1,profile_page,input,2618,tablet,深圳,2025-12-20 10:07:48,杭州,,2025-12-20
335,op1000501,op1000501_20251220_1,cart_page,scroll,14039,mobile,广州,2025-12-20 10:11:04,上海,,2025-12-20
336,op1000501,op1000501_20251220_2,home_page,swipe,23394,mobile,西安,2025-12-20 06:55:19,广州,,2025-12-20
337,op1000501,op1000501_20251220_2,product_page,input,10315,tablet,深圳,2025-12-20 06:57:46,成都,90121,2025-12-20
338,op1000501,op1000501_20251220_2,product_page,input,12578,desktop,武汉,2025-12-20 06:58:54,成都,90199,2025-12-20
339,op1000501,op1000501_20251220_3,home_page,tap,2999,mobile,上海,2025-12-20 02:01:01,天津,,2025-12-20
340,op1000501,op1000501_20251220_3,profile_page,input,29148,desktop,深圳,2025-12-20 02:04:45,杭州,,2025-12-20
341,op1000501,op1000501_20251220_3,home_page,click,4094,desktop,广州,2025-12-20 02:07:27,天津,,2025-12-20
342,op1000501,op1000501_20251220_3,product_page,input,29077,desktop,杭州,2025-12-20 02:12:07,杭州,90121,2025-12-20
343,op1000501,op1000501_20251220_3,profile_page,swipe,23491,desktop,深圳,2025-12-20 02:13:35,苏州,,2025-12-20
344,op1001527,op1001527_20251220_1,home_page,scroll,27647,tablet,重庆,2025-12-20 10:15:29,深圳,,2025-12-20
345,op1001527,op1001527_20251220_1,product_page,swipe,15385,tablet,武汉,2025-12-20 10:20:23,南京,90093,2025-12-20
346,op1001527,op1001527_20251220_2,home_page,scroll,18902,desktop,西安,2025-12-20 17:56:42,深圳,,2025-12-20
347,op1001527,op1001527_20251220_2,profile_page,tap,12352,desktop,西安,2025-12-20 18:00:41,北京,,2025-12-20
348,op1001527,op1001527_20251220_2,product_page,swipe,12992,mobile,成都,2025-12-20 18:02:53,天津,90093,2025-12-20
349,op1001527,op1001527_20251220_2,search_page,input,8201,mobile,北京,2025-12-20 18:07:12,天津,数码,2025-12-20
350,op1001527,op1001527_20251220_3,home_page,click,21187,desktop,西安,2025-12-20 08:51:17,南京,,2025-12-20
351,op1001527,op1001527_20251220_3,profile_page,swipe,6197,tablet,成都,2025-12-20 08:53:24,深圳,,2025-12-20
352,op1001527,op1001527_20251220_3,product_page,input,21007,desktop,深圳,2025-12-20 08:58:48,成都,90093,2025-12-20
353,op1001527,op1001527_20251220_3,product_page,tap,12665,tablet,西安,2025-12-20 09:01:02,广州,90111,2025-12-20
354,op1001144,op1001144_20251220_1,home_page,scroll,14557,desktop,北京,2025-12-20 11:25:31,成都,,2025-12-20
355,op1001144,op1001144_20251220_1,search_page,scroll,16503,mobile,深圳,2025-12-20 11:28:16,上海,食品,2025-12-20
356,op1001144,op1001144_20251220_1,profile_page,swipe,25555,desktop,广州,2025-12-20 11:29:19,南京,,2025-12-20
357,op1002681,op1002681_20251220_1,home_page,click,13560,tablet,武汉,2025-12-20 09:33:35,南京,,2025-12-20
358,op1002681,op1002681_20251220_1,home_page,tap,22764,tablet,南京,2025-12-20 09:37:22,深圳,,2025-12-20
359,op1002681,op1002681_20251220_1,search_page,input,2193,mobile,武汉,2025-12-20 09:38:58,苏州,服装,2025-12-20
360,op1002681,op1002681_20251220_1,product_page,tap,14423,mobile,重庆,2025-12-20 09:43:42,杭州,90176,2025-12-20
361,op1002681,op1002681_20251220_2,home_page,input,1220,mobile,成都,2025-12-20 17:37:21,天津,,2025-12-20
362,op1002681,op1002681_20251220_2,profile_page,swipe,1035,mobile,重庆,2025-12-20 17:42:31,北京,,2025-12-20
363,op1002681,op1002681_20251220_2,product_page,tap,21823,tablet,北京,2025-12-20 17:45:43,杭州,90063,2025-12-20
364,op1002681,op1002681_20251220_2,product_page,input,2396,mobile,北京,2025-12-20 17:48:19,天津,90035,2025-12-20
365,op1002681,op1002681_20251220_2,cart_page,input,18347,mobile,深圳,2025-12-20 17:53:06,杭州,,2025-12-20
366,op1001610,op1001610_20251220_1,home_page,scroll,20960,mobile,深圳,2025-12-20 00:51:59,北京,,2025-12-20
367,op1001610,op1001610_20251220_1,cart_page,click,1539,mobile,南京,2025-12-20 00:55:44,苏州,,2025-12-20
368,op1001610,op1001610_20251220_1,search_page,click,12557,mobile,杭州,2025-12-20 01:00:32,深圳,数码,2025-12-20
369,op1001610,op1001610_20251220_1,home_page,input,2974,desktop,广州,2025-12-20 01:04:32,天津,,2025-12-20
370,op1001610,op1001610_20251220_2,home_page,tap,11537,desktop,北京,2025-12-20 03:08:40,北京,,2025-12-20
371,op1001610,op1001610_20251220_2,cart_page,click,4340,mobile,西安,2025-12-20 03:09:54,深圳,,2025-12-20
372,op1001610,op1001610_20251220_2,cart_page,input,14398,tablet,广州,2025-12-20 03:12:30,上海,,2025-12-20
373,op1001610,op1001610_20251220_2,search_page,input,16766,mobile,成都,2025-12-20 03:15:02,北京,食品,2025-12-20
374,op1000390,op1000390_20251220_1,home_page,tap,13458,desktop,武汉,2025-12-20 08:34:38,北京,,2025-12-20
375,op1000390,op1000390_20251220_1,profile_page,tap,11788,tablet,南京,2025-12-20 08:35:44,深圳,,2025-12-20
376,op1000441,op1000441_20251220_1,home_page,tap,21756,desktop,西安,2025-12-20 02:04:08,上海,,2025-12-20
377,op1000441,op1000441_20251220_1,search_page,swipe,21027,desktop,南京,2025-12-20 02:05:14,武汉,食品,2025-12-20
378,op1000441,op1000441_20251220_1,profile_page,scroll,27140,tablet,成都,2025-12-20 02:10:50,苏州,,2025-12-20
379,op1000441,op1000441_20251220_2,home_page,scroll,20629,tablet,成都,2025-12-20 02:00:06,广州,,2025-12-20
380,op1000441,op1000441_20251220_2,home_page,scroll,10322,tablet,上海,2025-12-20 02:03:36,北京,,2025-12-20
381,op1000441,op1000441_20251220_2,home_page,input,17850,mobile,西安,2025-12-20 02:06:01,武汉,,2025-12-20
382,op1000441,op1000441_20251220_2,search_page,click,2912,desktop,北京,2025-12-20 02:11:32,北京,服装,2025-12-20
383,op1002680,op1002680_20251220_1,home_page,swipe,9991,tablet,西安,2025-12-20 11:27:32,北京,,2025-12-20
384,op1002680,op1002680_20251220_1,product_page,click,14855,desktop,北京,2025-12-20 11:29:07,天津,90163,2025-12-20
385,op1002680,op1002680_20251220_1,product_page,click,9400,mobile,广州,2025-12-20 11:33:16,武汉,90099,2025-12-20
386,op1002680,op1002680_20251220_2,home_page,click,11989,tablet,重庆,2025-12-20 04:54:03,广州,,2025-12-20
387,op1002680,op1002680_20251220_2,profile_page,swipe,15512,tablet,南京,2025-12-20 04:55:48,广州,,2025-12-20
388,op1002680,op1002680_20251220_3,home_page,input,10349,desktop,广州,2025-12-20 23:34:32,广州,,2025-12-20
389,op1002680,op1002680_20251220_3,home_page,click,21814,tablet,武汉,2025-12-20 23:40:06,苏州,,2025-12-20
390,op1002680,op1002680_20251220_3,home_page,input,10732,tablet,成都,2025-12-20 23:44:34,上海,,2025-12-20
391,op1002680,op1002680_20251220_3,search_page,click,2976,desktop,武汉,2025-12-20 23:48:36,南京,服装,2025-12-20
392,op999975,op999975_20251220_1,home_page,tap,21288,tablet,重庆,2025-12-20 18:21:59,深圳,,2025-12-20
393,op999975,op999975_20251220_1,cart_page,scroll,15663,desktop,重庆,2025-12-20 18:23:42,深圳,,2025-12-20
394,op999975,op999975_20251220_1,profile_page,tap,23701,mobile,广州,2025-12-20 18:28:59,广州,,2025-12-20
395,op1002701,op1002701_20251220_1,home_page,scroll,25545,tablet,南京,2025-12-20 15:52:37,苏州,,2025-12-20
396,op1002701,op1002701_20251220_1,home_page,input,3503,mobile,上海,2025-12-20 15:57:42,深圳,,2025-12-20
397,op1001070,op1001070_20251220_1,home_page,swipe,11366,desktop,重庆,2025-12-20 04:42:30,成都,,2025-12-20
398,op1001070,op1001070_20251220_1,cart_page,tap,5509,desktop,广州,2025-12-20 04:45:43,上海,,2025-12-20
399,op1001070,op1001070_20251220_2,home_page,input,11748,mobile,成都,2025-12-20 05:52:28,北京,,2025-12-20
400,op1001070,op1001070_20251220_2,cart_page,click,15224,tablet,上海,2025-12-20 05:54:12,成都,,2025-12-20
401,op1001070,op1001070_20251220_3,home_page,tap,12647,desktop,重庆,2025-12-20 20:15:15,北京,,2025-12-20
402,op1001070,op1001070_20251220_3,home_page,swipe,20787,mobile,杭州,2025-12-20 20:18:38,北京,,2025-12-20
403,op1000157,op1000157_20251220_1,home_page,swipe,28454,tablet,西安,2025-12-20 05:31:17,上海,,2025-12-20
404,op1000157,op1000157_20251220_1,product_page,click,11661,desktop,上海,2025-12-20 05:36:57,上海,90028,2025-12-20
405,op1000157,op1000157_20251220_1,product_page,tap,14571,desktop,深圳,2025-12-20 05:40:56,武汉,90166,2025-12-20
406,op1000157,op1000157_20251220_1,profile_page,input,16370,desktop,成都,2025-12-20 05:45:00,成都,,2025-12-20
407,op1000157,op1000157_20251220_1,profile_page,scroll,4741,mobile,北京,2025-12-20 05:47:37,武汉,,2025-12-20
408,op1000157,op1000157_20251220_2,home_page,click,22370,tablet,杭州,2025-12-20 00:56:45,苏州,,2025-12-20
409,op1000157,op1000157_20251220_2,profile_page,tap,16650,tablet,杭州,2025-12-20 00:59:39,武汉,,2025-12-20
410,op1000157,op1000157_20251220_2,search_page,input,1906,tablet,杭州,2025-12-20 01:03:35,苏州,食品,2025-12-20
411,op1001726,op1001726_20251220_1,home_page,scroll,9438,desktop,上海,2025-12-20 13:20:17,苏州,,2025-12-20
412,op1001726,op1001726_20251220_1,search_page,click,2963,tablet,成都,2025-12-20 13:24:21,上海,食品,2025-12-20
413,op1001726,op1001726_20251220_1,product_page,click,19096,tablet,西安,2025-12-20 13:30:17,广州,90165,2025-12-20
414,op1001726,op1001726_20251220_2,home_page,swipe,27161,mobile,成都,2025-12-20 22:04:55,天津,,2025-12-20
415,op1001726,op1001726_20251220_2,home_page,click,12390,mobile,南京,2025-12-20 22:06:38,苏州,,2025-12-20
416,op1001726,op1001726_20251220_2,product_page,swipe,16081,desktop,成都,2025-12-20 22:12:22,武汉,90075,2025-12-20
417,op1001726,op1001726_20251220_2,search_page,tap,21316,desktop,杭州,2025-12-20 22:16:29,天津,服装,2025-12-20
418,op1001726,op1001726_20251220_3,home_page,click,29184,tablet,西安,2025-12-20 08:08:38,北京,,2025-12-20
419,op1001726,op1001726_20251220_3,cart_page,swipe,11460,tablet,成都,2025-12-20 08:14:03,天津,,2025-12-20
420,op1001726,op1001726_20251220_3,home_page,tap,15819,desktop,广州,2025-12-20 08:19:18,杭州,,2025-12-20
421,op1001726,op1001726_20251220_3,product_page,tap,6458,desktop,重庆,2025-12-20 08:23:28,南京,90172,2025-12-20
422,op1002249,op1002249_20251220_1,home_page,input,15005,desktop,西安,2025-12-20 01:52:14,天津,,2025-12-20
423,op1002249,op1002249_20251220_1,profile_page,input,23401,mobile,成都,2025-12-20 01:53:38,成都,,2025-12-20
424,op1002188,op1002188_20251220_1,home_page,click,15988,mobile,北京,2025-12-20 01:13:27,广州,,2025-12-20
425,op1002188,op1002188_20251220_1,profile_page,swipe,15384,desktop,北京,2025-12-20 01:18:23,天津,,2025-12-20
426,op1002188,op1002188_20251220_1,search_page,tap,5666,tablet,北京,2025-12-20 01:22:13,天津,食品,2025-12-20
427,op1002188,op1002188_20251220_2,home_page,scroll,29817,tablet,上海,2025-12-20 05:33:51,苏州,,2025-12-20
428,op1002188,op1002188_20251220_2,product_page,click,8445,desktop,杭州,2025-12-20 05:37:47,苏州,90130,2025-12-20
429,op1002188,op1002188_20251220_2,cart_page,input,2071,mobile,西安,2025-12-20 05:43:01,武汉,,2025-12-20
430,op1002188,op1002188_20251220_2,search_page,tap,15839,desktop,深圳,2025-12-20 05:47:38,天津,食品,2025-12-20
431,op1002188,op1002188_20251220_3,home_page,tap,28087,tablet,杭州,2025-12-20 09:09:16,苏州,,2025-12-20
432,op1002188,op1002188_20251220_3,cart_page,click,25415,mobile,广州,2025-12-20 09:15:14,武汉,,2025-12-20
433,op1002188,op1002188_20251220_3,product_page,input,3426,mobile,武汉,2025-12-20 09:17:01,南京,90139,2025-12-20
434,op1002527,op1002527_20251220_1,home_page,input,4294,desktop,西安,2025-12-20 02:50:06,苏州,,2025-12-20
435,op1002527,op1002527_20251220_1,search_page,click,19386,desktop,杭州,2025-12-20 02:53:59,武汉,食品,2025-12-20
436,op1001794,op1001794_20251220_1,home_page,input,15710,tablet,南京,2025-12-20 21:51:58,苏州,,2025-12-20
437,op1001794,op1001794_20251220_1,product_page,tap,15247,mobile,重庆,2025-12-20 21:56:17,上海,90122,2025-12-20
438,op1001794,op1001794_20251220_1,search_page,tap,22284,mobile,上海,2025-12-20 22:00:03,天津,服装,2025-12-20
439,op1000900,op1000900_20251220_1,home_page,input,20762,desktop,杭州,2025-12-20 13:17:04,杭州,,2025-12-20
440,op1000900,op1000900_20251220_1,product_page,input,14257,tablet,广州,2025-12-20 13:19:13,上海,90140,2025-12-20
441,op1000900,op1000900_20251220_1,home_page,swipe,7424,tablet,西安,2025-12-20 13:22:56,武汉,,2025-12-20
442,op1000900,op1000900_20251220_2,home_page,input,9873,mobile,武汉,2025-12-20 22:46:05,广州,,2025-12-20
443,op1000900,op1000900_20251220_2,search_page,swipe,29113,mobile,杭州,2025-12-20 22:49:19,武汉,服装,2025-12-20
444,op1000900,op1000900_20251220_2,product_page,tap,10290,tablet,成都,2025-12-20 22:52:12,北京,90181,2025-12-20
445,op1000900,op1000900_20251220_2,search_page,click,24832,mobile,杭州,2025-12-20 22:53:49,武汉,食品,2025-12-20
446,op1000900,op1000900_20251220_2,cart_page,click,4308,mobile,杭州,2025-12-20 22:55:44,上海,,2025-12-20
447,op1000900,op1000900_20251220_3,home_page,tap,27964,tablet,南京,2025-12-20 13:09:21,北京,,2025-12-20
448,op1000900,op1000900_20251220_3,home_page,scroll,11744,desktop,成都,2025-12-20 13:12:08,天津,,2025-12-20
449,op1000900,op1000900_20251220_3,product_page,scroll,7755,tablet,西安,2025-12-20 13:18:03,上海,90017,2025-12-20
450,op1000940,op1000940_20251220_1,home_page,swipe,4619,mobile,杭州,2025-12-20 01:30:52,广州,,2025-12-20
451,op1000940,op1000940_20251220_1,profile_page,swipe,14637,tablet,杭州,2025-12-20 01:32:57,深圳,,2025-12-20
452,op1000940,op1000940_20251220_1,cart_page,tap,8091,mobile,上海,2025-12-20 01:38:08,杭州,,2025-12-20
453,op1000940,op1000940_20251220_1,profile_page,tap,6536,mobile,西安,2025-12-20 01:42:37,南京,,2025-12-20
454,op1000940,op1000940_20251220_1,home_page,input,23842,mobile,北京,2025-12-20 01:47:02,武汉,,2025-12-20
455,op1000940,op1000940_20251220_2,home_page,swipe,7218,desktop,成都,2025-12-20 09:00:54,北京,,2025-12-20
456,op1000940,op1000940_20251220_2,search_page,input,21402,mobile,西安,2025-12-20 09:05:20,武汉,服装,2025-12-20
457,op1000940,op1000940_20251220_2,product_page,scroll,20963,tablet,武汉,2025-12-20 09:07:31,杭州,90054,2025-12-20
458,op1000940,op1000940_20251220_2,cart_page,swipe,27580,mobile,北京,2025-12-20 09:13:01,广州,,2025-12-20
459,op1000940,op1000940_20251220_2,product_page,tap,17084,mobile,成都,2025-12-20 09:15:09,广州,90120,2025-12-20
460,op1002100,op1002100_20251220_1,home_page,swipe,11984,tablet,重庆,2025-12-20 04:56:01,北京,,2025-12-20
461,op1002100,op1002100_20251220_1,home_page,tap,14474,mobile,重庆,2025-12-20 05:01:24,北京,,2025-12-20
462,op1002100,op1002100_20251220_2,home_page,scroll,17163,tablet,重庆,2025-12-20 03:36:32,天津,,2025-12-20
463,op1002100,op1002100_20251220_2,product_page,scroll,16281,desktop,成都,2025-12-20 03:39:45,杭州,90198,2025-12-20
464,op1002100,op1002100_20251220_2,search_page,input,6184,desktop,重庆,2025-12-20 03:45:20,深圳,服装,2025-12-20
465,op1002100,op1002100_20251220_2,profile_page,tap,26457,mobile,深圳,2025-12-20 03:50:06,成都,,2025-12-20
466,op1002100,op1002100_20251220_2,cart_page,input,3901,desktop,成都,2025-12-20 03:51:08,南京,,2025-12-20
467,op1000547,op1000547_20251220_1,home_page,swipe,17939,tablet,北京,2025-12-20 01:40:34,天津,,2025-12-20
468,op1000547,op1000547_20251220_1,search_page,input,17934,tablet,上海,2025-12-20 01:41:42,苏州,服装,2025-12-20
469,op1000547,op1000547_20251220_1,home_page,input,5485,desktop,成都,2025-12-20 01:47:21,深圳,,2025-12-20
470,op1000547,op1000547_20251220_1,home_page,tap,14544,tablet,杭州,2025-12-20 01:53:03,杭州,,2025-12-20
471,op1000547,op1000547_20251220_2,home_page,scroll,28822,tablet,深圳,2025-12-20 15:56:38,天津,,2025-12-20
472,op1000547,op1000547_20251220_2,search_page,input,5495,mobile,北京,2025-12-20 16:02:10,北京,食品,2025-12-20
473,op1000547,op1000547_20251220_2,product_page,scroll,14588,tablet,武汉,2025-12-20 16:03:41,南京,90072,2025-12-20
474,op1000547,op1000547_20251220_2,cart_page,tap,24284,desktop,成都,2025-12-20 16:08:49,北京,,2025-12-20
475,op1000547,op1000547_20251220_3,home_page,click,17921,mobile,武汉,2025-12-20 06:13:36,上海,,2025-12-20
476,op1000547,op1000547_20251220_3,search_page,scroll,17405,tablet,杭州,2025-12-20 06:19:05,武汉,食品,2025-12-20
477,op1000547,op1000547_20251220_3,cart_page,swipe,28572,tablet,广州,2025-12-20 06:24:17,杭州,,2025-12-20
478,op1000547,op1000547_20251220_3,cart_page,tap,22285,tablet,成都,2025-12-20 06:25:53,北京,,2025-12-20
479,op1000547,op1000547_20251220_3,profile_page,swipe,6916,desktop,上海,2025-12-20 06:28:33,深圳,,2025-12-20
480,op1002276,op1002276_20251220_1,home_page,click,26721,mobile,深圳,2025-12-20 11:58:48,天津,,2025-12-20
481,op1002276,op1002276_20251220_1,profile_page,scroll,16743,desktop,成都,2025-12-20 12:01:59,广州,,2025-12-20
482,op1002276,op1002276_20251220_1,home_page,click,26217,desktop,南京,2025-12-20 12:07:32,广州,,2025-12-20
483,op1002276,op1002276_20251220_1,search_page,swipe,2624,desktop,深圳,2025-12-20 12:13:07,北京,服装,2025-12-20
484,op1002276,op1002276_20251220_1,home_page,click,15256,mobile,上海,2025-12-20 12:17:40,广州,,2025-12-20
485,op1001264,op1001264_20251220_1,home_page,input,17348,mobile,西安,2025-12-20 09:07:09,武汉,,2025-12-20
486,op1001264,op1001264_20251220_1,product_page,input,6920,mobile,武汉,2025-12-20 09:09:39,深圳,90042,2025-12-20
487,op1001264,op1001264_20251220_1,cart_page,swipe,22894,mobile,上海,2025-12-20 09:11:41,武汉,,2025-12-20
488,op1001264,op1001264_20251220_1,product_page,input,16857,mobile,上海,2025-12-20 09:15:06,广州,90181,2025-12-20
489,op1000214,op1000214_20251220_1,home_page,tap,16680,desktop,西安,2025-12-20 23:10:58,苏州,,2025-12-20
490,op1000214,op1000214_20251220_1,home_page,click,15202,desktop,南京,2025-12-20 23:13:58,杭州,,2025-12-20
491,op1000214,op1000214_20251220_1,search_page,scroll,20443,desktop,成都,2025-12-20 23:16:12,上海,食品,2025-12-20
492,op1000214,op1000214_20251220_1,cart_page,tap,3042,tablet,广州,2025-12-20 23:20:53,南京,,2025-12-20
493,op1001172,op1001172_20251220_1,home_page,swipe,8454,tablet,重庆,2025-12-20 19:03:51,杭州,,2025-12-20
494,op1001172,op1001172_20251220_1,profile_page,input,9351,desktop,广州,2025-12-20 19:09:05,天津,,2025-12-20
495,op1001172,op1001172_20251220_1,home_page,swipe,16719,mobile,深圳,2025-12-20 19:11:00,上海,,2025-12-20
496,op1001172,op1001172_20251220_1,profile_page,swipe,3730,desktop,武汉,2025-12-20 19:13:49,深圳,,2025-12-20
497,op1001172,op1001172_20251220_1,home_page,tap,18868,desktop,上海,2025-12-20 19:18:50,武汉,,2025-12-20
498,op1001172,op1001172_20251220_2,home_page,tap,23617,tablet,重庆,2025-12-20 00:07:55,苏州,,2025-12-20
499,op1001172,op1001172_20251220_2,search_page,tap,12896,mobile,广州,2025-12-20 00:13:03,武汉,食品,2025-12-20
500,op1001172,op1001172_20251220_2,home_page,tap,2403,mobile,广州,2025-12-20 00:18:45,深圳,,2025-12-20
501,op1001172,op1001172_20251220_3,home_page,tap,2227,desktop,上海,2025-12-20 03:46:53,苏州,,2025-12-20
502,op1001172,op1001172_20251220_3,search_page,input,24010,desktop,西安,2025-12-20 03:48:50,杭州,食品,2025-12-20
503,op1001172,op1001172_20251220_3,cart_page,click,10766,desktop,重庆,2025-12-20 03:54:23,杭州,,2025-12-20
504,op1001172,op1001172_20251220_3,search_page,swipe,7160,tablet,北京,2025-12-20 04:00:08,广州,食品,2025-12-20
505,op1001300,op1001300_20251220_1,home_page,tap,14982,tablet,深圳,2025-12-20 06:55:40,北京,,2025-12-20
506,op1001300,op1001300_20251220_1,cart_page,click,12152,mobile,广州,2025-12-20 07:00:33,杭州,,2025-12-20
507,op1001300,op1001300_20251220_2,home_page,swipe,17395,tablet,上海,2025-12-20 15:50:37,南京,,2025-12-20
508,op1001300,op1001300_20251220_2,cart_page,click,7202,tablet,南京,2025-12-20 15:52:50,北京,,2025-12-20
509,op1001300,op1001300_20251220_2,profile_page,swipe,22111,mobile,西安,2025-12-20 15:58:12,广州,,2025-12-20
510,op1001300,op1001300_20251220_3,home_page,swipe,11440,desktop,广州,2025-12-20 02:02:44,武汉,,2025-12-20
511,op1001300,op1001300_20251220_3,product_page,swipe,15700,desktop,深圳,2025-12-20 02:06:51,北京,90145,2025-12-20
512,op1001300,op1001300_20251220_3,profile_page,click,23091,mobile,深圳,2025-12-20 02:09:59,南京,,2025-12-20
513,op1000040,op1000040_20251220_1,home_page,scroll,22835,tablet,杭州,2025-12-20 07:19:57,杭州,,2025-12-20
514,op1000040,op1000040_20251220_1,cart_page,tap,18304,tablet,深圳,2025-12-20 07:21:52,武汉,,2025-12-20
515,op1000040,op1000040_20251220_1,home_page,input,23831,desktop,上海,2025-12-20 07:26:11,成都,,2025-12-20
